check_in,avg_price
2024-09-27,131.1851851851852
2024-09-28,142.5185185185185
2024-09-29,106.11111111111111
2024-09-30,79.96296296296296
2024-10-01,125.81481481481481
2024-10-02,123.70370370370371
2024-10-03,127.74074074074075
2024-10-04,149.44444444444446
2024-10-05,158.76923076923077
2024-10-06,129.62962962962962
2024-10-07,125.03703703703704
2024-10-08,119.92592592592592
2024-10-09,125.85185185185185
2024-10-10,82.81481481481481
2024-10-11,132.92592592592592
2024-10-12,154.42307692307693
2024-10-13,124.68
2024-10-14,122.18518518518519
2024-10-15,118.0
2024-10-16,114.4074074074074
2024-10-17,132.14814814814815
2024-10-18,152.11111111111111
2024-10-19,147.1153846153846
2024-10-20,122.66666666666667
2024-10-21,140.7037037037037
2024-10-22,132.8148148148148
2024-10-23,130.5
2024-10-24,122.5925925925926
2024-10-25,170.03703703703704
2024-10-26,158.96153846153845
2024-10-27,124.14814814814815
2024-10-28,126.5925925925926
2024-10-29,121.70370370370371
2024-10-30,123.5925925925926
2024-10-31,127.96296296296296
2024-11-01,150.7037037037037
2024-11-02,119.4074074074074
2024-11-03,131.96296296296296
2024-11-04,137.88888888888889
2024-11-05,128.22222222222223
2024-11-06,147.88888888888889
2024-11-07,136.92592592592592
2024-11-08,149.74074074074073
2024-11-09,128.03703703703704
2024-11-10,135.55555555555554
2024-11-11,126.03703703703704
2024-11-12,128.77777777777777
2024-11-13,129.62962962962962
2024-11-14,92.07142857142857
2024-11-15,107.88461538461539
2024-11-16,142.74074074074073
2024-11-17,118.25925925925925
2024-11-18,122.11111111111111
2024-11-19,121.77777777777777
2024-11-20,126.88888888888889
2024-11-21,77.81481481481481
2024-11-22,135.85185185185185
2024-11-23,140.92592592592592
2024-11-24,118.51851851851852
2024-11-25,127.66666666666667
2024-11-26,117.66666666666667
2024-11-27,123.07407407407408
2024-11-28,126.62962962962963
2024-11-29,143.22222222222223
2024-11-30,146.4814814814815
2024-12-01,121.29629629629629
2024-12-02,130.5185185185185
2024-12-03,141.96296296296296
2024-12-04,141.40740740740742
2024-12-05,135.5185185185185
2024-12-06,146.37037037037038
2024-12-07,161.55555555555554
2024-12-08,135.96296296296296
2024-12-09,110.11538461538461
2024-12-10,105.25925925925925
2024-12-11,100.96296296296296
2024-12-12,101.70370370370371
2024-12-13,134.33333333333334
2024-12-14,149.33333333333334
2024-12-15,104.62962962962963
2024-12-16,124.5925925925926
2024-12-17,131.88888888888889
2024-12-18,123.66666666666667
2024-12-19,122.70370370370371
2024-12-20,134.40740740740742
2024-12-21,150.26923076923077
2024-12-22,111.55555555555556
2024-12-23,124.66666666666667
2024-12-24,117.48148148148148
2024-12-25,143.07407407407408
2024-12-26,152.7037037037037
2024-12-27,162.40740740740742
2024-12-28,187.37037037037038
2024-12-29,143.3846153846154
2024-12-30,130.03703703703704
2024-12-31,131.7037037037037
